depth,width,dropout,mlp,rmlp,vmlp,rvmlp
1,100,0.2,0.07587606222956682,0.0715855816448844,0.0321895839806573,0.0380528276183884
1,250,0.2,0.07850905829520807,0.07318711857208675,0.036521174684162286,0.0364186686999122
1,400,0.2,0.07502788919315224,0.07729622843799895,0.03737733538381695,0.040557200820452666
1,550,0.2,0.0739768787051356,0.07423348676273854,0.03968224081032028,0.039955476033336226
1,700,0.2,0.0750314567657081,0.07436289773142199,0.036926956977861976,0.039133913433629104
1,850,0.2,0.07410715478399728,0.07098127761815176,0.03717759822239554,0.04222817169516535
1,100,0.3,0.07660709921125766,0.07764778888198737,0.03223727716936198,0.03678062429319938
1,250,0.3,0.07584117701416968,0.07383634120785061,0.033251978856752004,0.03995903834768636
1,400,0.3,0.07706450963067138,0.07533240799015078,0.03966998867770874,0.03776166938825519
1,550,0.3,0.07579794097449,0.07556822195307875,0.03723254461180705,0.040838576391279524
1,700,0.3,0.07507185234756694,0.0748089185201135,0.041442130233118255,0.04214955655164239
1,850,0.3,0.07244721846736726,0.0749325490537715,0.04032373199640299,0.040840732161442767
1,100,0.4,0.07808564239551635,0.07628155383614388,0.028178984928367786,0.036834898890986
1,250,0.4,0.07371032712799515,0.07520216323999644,0.03491035836026487,0.04415956535614719
1,400,0.4,0.07832245906548882,0.07740796242101133,0.03930390836315833,0.042478861736943735
1,550,0.4,0.07519901172284522,0.07582428880014314,0.04026230690238913,0.04214389909706269
1,700,0.4,0.0773050997372461,0.0789169695199023,0.04297920432878953,0.04034531888719922
1,850,0.4,0.07529724093945538,0.0748194997026825,0.041886676664356484,0.044148604584201175
1,100,0.5,0.08100788333742012,0.07337682085183415,0.028398873814903663,0.03261546635308381
1,250,0.5,0.07851788829081294,0.07809110069048998,0.03419636954807153,0.0404379128932102
1,400,0.5,0.08095992762626382,0.08009048687808926,0.03693097191904489,0.04032372898794802
1,550,0.5,0.07981039899521544,0.07609669024037174,0.04116347957240508,0.04230285928686225
1,700,0.5,0.07925890626775457,0.07705713334762386,0.04220035159428995,0.04433026822160477
1,850,0.5,0.07667824503359179,0.07371819608537634,0.04427915221292558,0.042509573251400666
1,100,0.6,0.08325431830241398,0.08106696088156849,0.0263102519365648,0.03351440286258294
1,250,0.6,0.07917101506736172,0.08100279109034395,0.034100076889665716,0.03594593851872076
1,400,0.6,0.08208290323144324,0.08158631041869507,0.0356435078285519,0.041219235596194906
1,550,0.6,0.07980117487678737,0.07932066230380529,0.03892098229581932,0.04615900568041956
1,700,0.6,0.07816473403743711,0.07585787516051354,0.04119704872119176,0.04283353787301735
1,850,0.6,0.07833546954187312,0.0809222752347763,0.04153810117066882,0.05085595105166986
2,100,0.2,0.0707161367852704,0.07322560919668795,0.024579537215403117,0.03493825996444373
2,250,0.2,0.07415244384154673,0.07631232373965337,0.03406333431059092,0.04051826143357938
2,400,0.2,0.0747757354024833,0.07104805975066922,0.032715584901673825,0.03568232569854714
2,550,0.2,0.0719666339382197,0.07564085652796329,0.03473477079948967,0.045100622070607485
2,700,0.2,0.07194325869303908,0.07407113906342173,0.03606517776839199,0.04188239654377583
2,850,0.2,0.07472394105670566,0.07351015550099146,0.042238234670156374,0.03924248602787135
2,100,0.3,0.07162650478643418,0.07591358686864907,0.02685772945734475,0.03805991178484852
2,250,0.3,0.0756206600408178,0.07571214943625884,0.031173730096198345,0.03878588407762128
2,400,0.3,0.0771251570334245,0.0767616897596565,0.0325969168275796,0.040520870666197
2,550,0.3,0.07200374101789704,0.0750906418834637,0.03644401481407527,0.042332046320505703
2,700,0.3,0.07352883082017625,0.07514444924327088,0.038760063642917474,0.03996288039316172
2,850,0.3,0.07399167550730731,0.0784511080284982,0.038445133942747754,0.04112201142995191
2,100,0.4,0.06951325345563356,0.07851469650435254,0.024612041834757382,0.032911538266447125
2,250,0.4,0.07845645597566299,0.07718035860954356,0.032467853643562694,0.039126475367718225
2,400,0.4,0.07584801512870229,0.07627150262100127,0.03309753123236076,0.04360761407889873
2,550,0.4,0.07725322988026649,0.07713927532651187,0.03205924020372028,0.03902891021699617
2,700,0.4,0.07608661909314571,0.07653180832647985,0.03701937870786689,0.04242662952283232
2,850,0.4,0.07743152729152149,0.07309196295728007,0.03199982953966665,0.04490938097055776
2,100,0.5,0.07363049943462768,0.08168873384444232,0.02028011603864131,0.03601549259324859
2,250,0.5,0.07750956020455466,0.07808521235947372,0.028192858437586933,0.039509978764943804
2,400,0.5,0.07414043566879924,0.07899248993567373,0.030360793583854618,0.04021930858123372
2,550,0.5,0.07509096833654497,0.07835688381399487,0.0332890660936829,0.04196457459645407
2,700,0.5,0.07689584944950077,0.08044621139014932,0.03204634908445419,0.04028003068039495
2,850,0.5,0.07631321503981589,0.07738885448143033,0.03656840950160935,0.04382833095086635
2,100,0.6,0.06775596761892272,0.08015045877182844,0.01207225213575621,0.03547144701114164
2,250,0.6,0.07232953804582398,0.08171071087213197,0.02529309603791157,0.03626034194230879
2,400,0.6,0.0793559929336434,0.07834486972527631,0.02897060298094715,0.04139567235558879
2,550,0.6,0.07759991394019973,0.08023856426426786,0.03305422065085456,0.0418346268197763
2,700,0.6,0.0793923904362015,0.08060661441573909,0.029949145703108096,0.04430500010613828
2,850,0.6,0.07363955751681844,0.07907232017601709,0.031372920673935656,0.04019988077990491
3,100,0.2,0.06951845626617069,0.07065386718510949,0.02215976135615495,0.035750995987528685
3,250,0.2,0.06807080344640284,0.07278980198338679,0.02761254646523642,0.04042111693265901
3,400,0.2,0.0670568117276692,0.07524181714262043,0.027284126291069584,0.041696778207592676
3,550,0.2,0.0716612841265735,0.07538063986984117,0.03089354380421669,0.03901709340868964
3,700,0.2,0.07237525442074291,0.07383203441109708,0.031789836798486945,0.04449235987115842
3,850,0.2,0.07159730790924834,0.07575701214665789,0.03655913744201836,0.047010494758674734
3,100,0.3,0.06675713677806525,0.07785352247497168,0.022643484247011823,0.039118766330735084
3,250,0.3,0.06916684867423509,0.07502635010765166,0.025395436893001624,0.03901740999769282
3,400,0.3,0.07061163905261389,0.07792820067480447,0.028795785160575797,0.04367867663819422
3,550,0.3,0.07301251793350846,0.07573042258504199,0.027929195814862192,0.0337957273644541
3,700,0.3,0.07213018949211981,0.0765202362981637,0.028070169730038605,0.042203524658510655
3,850,0.3,0.07235996103034932,0.07484655087426671,0.03708246704487456,0.04007315178452604
3,100,0.4,0.05641071998472519,0.07814392157432996,0.013851642665926117,0.03810821756400023
3,250,0.4,0.06938147791979808,0.07839272539621567,0.024842740900392506,0.04223922465269196
3,400,0.4,0.06849795074627792,0.07589336198229159,0.029486403979733233,0.03708380381587835
3,550,0.4,0.07087500104246668,0.0789513048022829,0.030954049520745704,0.03997764846638219
3,700,0.4,0.07026346109723652,0.07884729794521123,0.030427183456406437,0.042116869526658406
3,850,0.4,0.06990466178164775,0.07522989607357045,0.030471691380576454,0.040156055530370646
3,100,0.5,0.06232953596083202,0.07769709952931539,0.016489679521200964,0.035195322436361504
3,250,0.5,0.07143256519911428,0.08104412051186068,0.02322404741540943,0.04157579957739672
3,400,0.5,0.07150341327682794,0.08040422839627963,0.027172580042622622,0.043824403545069564
3,550,0.5,0.07282694047044597,0.08129191158384683,0.026020243457319653,0.039667098931461864
3,700,0.5,0.07104386000354522,0.07766438343598463,0.028176886796144118,0.03867315470953346
3,850,0.5,0.06765556809776992,0.08045974239362685,0.028048200818586076,0.040863284275916754
3,100,0.6,0.05421061206668847,0.07479382196172858,0.013731558645641066,0.03618273734387458
3,250,0.6,0.06663880033137091,0.08372105675736632,0.018577390135881333,0.03767435244887697
3,400,0.6,0.06905751081813119,0.08203458564709985,0.021657671303128373,0.039254630285441024
3,550,0.6,0.07107824577538567,0.08323081475046287,0.02411516629415104,0.046444555242519864
3,700,0.6,0.06782688669685501,0.07946548903835021,0.026513759291089973,0.04351333141504564
3,850,0.6,0.06770869292229406,0.07851674782751673,0.022458094116343856,0.04227644094287634
4,100,0.2,0.040638504516840736,0.07511549826173589,0.02293089541735624,0.03505712646085429
4,250,0.2,0.06514341930190454,0.07744301653566099,0.027673124012645094,0.041403135459751425
4,400,0.2,0.06154287126681941,0.07395644765007822,0.030455384524611235,0.043612363095415926
4,550,0.2,0.0690348968841102,0.06850130611400598,0.0307797237387682,0.04640472392680206
4,700,0.2,0.0663564085363492,0.07009814365737788,0.027226733713262015,0.043302610762211396
4,850,0.2,0.06345254122109617,0.07726663340753472,0.034365029451836074,0.04304543940662901
4,100,0.3,0.04180405164434118,0.07561547174388086,0.01615796412357597,0.038815209449524365
4,250,0.3,0.06427921393658938,0.07165267002378448,0.027930107529462532,0.04038067063795628
4,400,0.3,0.0629193053818239,0.0730286342164231,0.030506620390055732,0.04113614962559271
4,550,0.3,0.06440350556244895,0.07680510960092098,0.030238025375324107,0.043226717404952326
4,700,0.3,0.059907369844694205,0.07605193317373171,0.036279512473663476,0.04175701992711106
4,850,0.3,0.06872546031877937,0.07166332502026515,0.030075548473327725,0.04366317531664339
4,100,0.4,0.04650482775350484,0.07821856302179264,0.01082921264707391,0.03303161243348535
4,250,0.4,0.054136019640766316,0.07920082320291613,0.02400582629135538,0.0410365514667233
4,400,0.4,0.06480131222165302,0.07687395560287194,0.027003909617989312,0.0418371024576198
4,550,0.4,0.06078653117574495,0.0796847940057886,0.029893404358484352,0.04709859827528523
4,700,0.4,0.06717013554385572,0.0819403996950968,0.030862413814338328,0.04267917848408798
4,850,0.4,0.06258450545520654,0.07672376853395628,0.03255446846319329,0.04158838901308354
4,100,0.5,0.0526711636391806,0.07920588801790095,0.006227560505311076,0.03468619286790933
4,250,0.5,0.05709515638329994,0.07998760012565623,0.02231362183571639,0.03681002306438368
4,400,0.5,0.06657942712253756,0.07878527529621977,0.024389230321401632,0.04044711146459301
4,550,0.5,0.06627434689410316,0.08014471479056046,0.02612334815711144,0.04471599156550555
4,700,0.5,0.07185205761852714,0.07984671445367149,0.02585393230079086,0.04311297360331384
4,850,0.5,0.06992548811916394,0.07420455434381576,0.023129270470459887,0.045712104924587466
4,100,0.6,0.023543853807744604,0.08081299440032547,-0.0004208476269642802,0.0360530724968827
4,250,0.6,0.04328158617695017,0.07722400813503172,0.021796293105328525,0.04011919846601366
4,400,0.6,0.055254750252975326,0.08078561477134745,0.025246641103770708,0.04114537729700968
4,550,0.6,0.06206046246438894,0.0811708921310233,0.026920043225087526,0.045905071630151076
4,700,0.6,0.06586383584269473,0.08372444844213854,0.024381701488723775,0.04415486329559264
4,850,0.6,0.05767094929702289,0.07745728624561324,0.03206160190601121,0.05057525589568859
5,100,0.2,0.028654505938388395,0.07160606483045942,0.020951170187466447,0.03582119490951173
5,250,0.2,0.04802062563443789,0.07796129153126935,0.01957383282930407,0.042676609821805836
5,400,0.2,0.051290740485699225,0.07234504582585458,0.028433619071418895,0.04150772155680589
5,550,0.2,0.05600572215258079,0.07535268791210213,0.03011517890131832,0.04080556396349953
5,700,0.2,0.060099159620278716,0.06413014866708475,0.028710446667655723,0.046274124505631814
5,850,0.2,0.05417845497056588,0.07252210579928643,0.03248921648504085,0.04788790585772754
5,100,0.3,0.03470968873354725,0.07632903032288314,0.0025220235600187063,0.04168257196243583
5,250,0.3,0.05246901829448504,0.07796164192464367,0.025517136294264994,0.04276579819602577
5,400,0.3,0.0532990551579717,0.07730618075120223,0.024362877214765523,0.04716155369163649
5,550,0.3,0.05598739788474236,0.0739808884216712,0.030182944726322086,0.047977674330370104
5,700,0.3,0.0609924569042225,0.07376067295325567,0.03257512000481521,0.04434974646335365
5,850,0.3,0.06340040497249064,0.07371092051269937,0.034334562116043965,0.050348119101880646
5,100,0.4,0.050995892986135494,0.07791087372166361,0.0006009311045037896,0.036509064297011694
5,250,0.4,0.05074335448456828,0.07978572013217847,0.018347540378647803,0.03950157940590966
5,400,0.4,0.04619974985534084,0.07593613300401215,0.026589198344125545,0.047068095487752024
5,550,0.4,0.05790340856477721,0.08082821675509058,0.02848625863528155,0.0487760868544996
5,700,0.4,0.06087347024963416,0.0724144992378973,0.027856325548450973,0.05205637193706095
5,850,0.4,0.06360391328324025,0.0685949150962004,0.02378285524910053,0.05184811709149778
5,100,0.5,0.011926378914826627,0.07745200255249746,0.002218667968764045,0.037077091601222426
5,250,0.5,0.04854473054509247,0.07823784912471156,0.021763515681762532,0.04200829847303172
5,400,0.5,0.04040327743514323,0.08239622692088039,0.022205358379232164,0.04398457376614916
5,550,0.5,0.06043592702305593,0.08021660798495528,0.026981239812819493,0.04944630195120797
5,700,0.5,0.04714085322478798,0.07960838084788853,0.029291342174278263,0.05627537209836454
5,850,0.5,0.0583800692232902,0.0775002652373422,0.028562219863534678,0.05455998928014984
5,100,0.6,0.006813827430130899,0.08006005787967951,-0.0042106693992217704,0.03907210443399837
5,250,0.6,0.010335533192370074,0.0772652939490476,0.01573795791251835,0.04224865519280617
5,400,0.6,0.017495074830086832,0.08131580282965303,0.026263058682815345,0.045059997179382014
5,550,0.6,0.04090365880029674,0.07983194186510467,0.0342093933764713,0.046313747044191486
5,700,0.6,0.048362887653996836,0.0795423974577009,0.03300609491546716,0.045560157786553236
5,850,0.6,0.046986611062343406,0.07980880208071219,0.030128876003385513,0.04728374216392835
